0101070304,01010703,Kariyeri
0101070305,01010703,Kokobe
0101070306,01010703,Munini
0101070307,01010703,Nyakabanda
0101070308,01010703,Rwagitanga
0101070401,01010704,Ibuhoro
0101070402,01010704,Kabeza
0101070403,01010704,Kanyiranganji
0101070404,01010704,Karujongi
0101070405,01010704,Kigarama
0101070406,01010704,Kirwa
0101080101,01010801,Amizero
0101080102,01010801,Gabiro
0101080103,01010801,Imanzi
0101080104,01010801,Ingenzi
0101080105,01010801,Intwari
0101080106,01010801,Karisimbi
0101080107,01010801,Mahoro
0101080108,01010801,Mpano
0101080109,01010801,Muhabura
0101080110,01010801,Muhoza
0101080111,01010801,Munini
0101080112,01010801,Rugero
0101080113,01010801,Shema
0101080201,01010802,Kagunga
0101080202,01010802,Karukoro
0101080203,01010802,Rwintare
0101080301,01010803,Akanyana
0101080302,01010803,Akanyirazaninka
0101080303,01010803,Akarekare
0101080304,01010803,Akatabaro
0101080305,01010803,Irembo 
0101080306,01010803,Itaba
0101080307,01010803,Kiberinka
0101080308,01010803,Mumena
0101080309,01010803,Rwampara
0101080401,01010804,Gatare
0101080402,01010804,Kiberinka
0101080403,01010804,Munanira
0101080404,01010804,Riba
0101080405,01010804,Rubona
0101080406,01010804,Rugarama
0101080407,01010804,Runyinya
0101080408,01010804,Rusisiro
0101080409,01010804,Tetero 
0101090101,01010901,Agatare
0101090102,01010901,Amajyambere 
0101090103,01010901,Inyambo
0101090104,01010901,Meraneza
0101090105,01010901,Uburezi
0101090106,01010901,Umucyo
0101090107,01010901,Umurava
0101090201,01010902,Biryogo
0101090202,01010902,Gabiro
0101090203,01010902,Isoko
0101090204,01010902,Nyiranuma
0101090205,01010902,Umurimo
0101090301,01010903,Amizero
0101090302,01010903,Cercle Sportif
0101090303,01010903,Ganza 
0101090304,01010903,Imena
0101090305,01010903,Indangamirwa
0101090306,01010903,Ingenzi
0101090307,01010903,Inyarurembo
0101090308,01010903,Ishema
0101090309,01010903,Isibo
0101090310,01010903,Muhabura 
0101090311,01010903,Rugunga 
0101090312,01010903,Sugira
0101090401,01010904,Amahoro
0101090402,01010904,Gacaca 
0101090403,01010904,Intwari
0101090404,01010904,Rwampara
0101090405,01010904,Umucyo 
0101090406,01010904,Umuganda
0101100101,01011001,Muhoza
0101100102,01011001,Muhuza
0101100103,01011001,Mumararungu
0101100104,01011001,Murambi
0101100201,01011002,Buhoro
0101100202,01011002,Gasabo
0101100203,01011002,Mutara
0101100204,01011002,Ubusabane
0101100301,01011003,Abatarushwa
0101100302,01011003,Indatwa
0101100303,01011003,Inkerakubanza
0101100304,01011003,Intwari
0101100401,01011004,Amahoro
0101100402,01011004,Umucyo
0101100403,01011004,Urumuri
0102010101,01020101,Akakaza
0102010102,01020101,Kigarama
0102010103,01020101,Kingabo
0102010104,01020101,Muhozi
0102010105,01020101,Rubungo
0102010106,01020101,Ryakigogo
0102010107,01020101,Zindiro
0102010201,01020102,Kagarama
0102010202,01020102,Kayumba
0102010203,01020102,Ramba
0102010204,01020102,Rebero
0102010205,01020102,Rugando
0102010301,01020103,Kigabiro
0102010302,01020103,Kiyoro
0102010303,01020103,Murarambo
0102010304,01020103,Nkona
0102010305,01020103,Nyakabingo
0102010306,01020103,Rukoma
0102010401,01020104,Birembo
0102010402,01020104,Gisasa
0102010403,01020104,Munini
0102010404,01020104,Ruhinga
0102010405,01020104,Uwaruraza
0102010501,01020105,Akabenejuru
0102010502,01020105,Akasedogo
0102010503,01020105,Akimpama
0102010504,01020105,Burima
0102010505,01020105,Kityazo
0102010601,01020106,Bushya
0102010602,01020106,Gikumba
0102010603,01020106,Kamutamu
0102010604,01020106,Karama
0102010605,01020106,Kayenzi
0102010606,01020106,Kigara
0102010607,01020106,Kiriza
0102010608,01020106,Masizi
0102010609,01020106,Mbogo
0102010610,01020106,Nyampamo
0102010701,01020107,Akanyiramugarura
0102010702,01020107,Akigabiro
0102010703,01020107,Gishaka
0102010704,01020107,Kabuye
0102010705,01020107,Mpabwa
0102010706,01020107,Nyagasambu
0102010707,01020107,Urutarishonga
0102020101,01020201,Akamamana
0102020102,01020201,Akimihigo
0102020103,01020201,Bigega
0102020104,01020201,Busasamana
0102020105,01020201,Kingasire
0102020106,01020201,Kumuyange
0102020107,01020201,Muremera
0102020108,01020201,Nyagasozi
0102020109,01020201,Rugoro
0102020110,01020201,Rwesero
0102020111,01020201,Tetero
0102020201,01020202,Agakomeye
0102020202,01020202,Gashubi
0102020203,01020202,Gisiza
0102020204,01020202,Hanika
0102020205,01020202,Juru
0102020206,01020202,Kibaya
0102020207,01020202,Mpakabavu
0102020208,01020202,Musango
0102020209,01020202,Ndengo
0102020210,01020202,Nyakabande
0102020211,01020202,Nyakanunga
0102020212,01020202,Rubonobono
0102020213,01020202,Runyonza
0102020214,01020202,Rusoro
0102020215,01020202,Ruvumero
0102020216,01020202,Uwagatovu
0102020301,01020203,Agataramo
0102020302,01020203,Akamwunguzi
0102020303,01020203,Akarubimbura
0102020304,01020203,Akisoko
0102020305,01020203,Amarembo
0102020306,01020203,Amizero
0102020307,01020203,Bwiza
0102020308,01020203,Ihuriro
0102020309,01020203,Isangano
0102020310,01020203,Kanyonyomba
0102020311,01020203,Nyakariba
0102020312,01020203,Rwakarihejuru
0102030101,01020301,Bwimiyange
0102030102,01020301,Bwingeyo
0102030103,01020301,Gasagara
0102030104,01020301,Rugwiza
0102030201,01020302,Ntaganzwa
0102030202,01020302,Nyagasozi
0102030203,01020302,Nyagisozi
0102030204,01020302,Ruganda
0102030301,01020303,Gahinga
0102030302,01020303,Gasharu
0102030303,01020303,Kibobo
0102030304,01020303,Nombe
0102030401,01020304,Munini
0102030402,01020304,Mutokerezwa
0102030403,01020304,Rudakabukirwa
0102030404,01020304,Runyinya
0102030501,01020305,Kimisebeya
0102030502,01020305,Kivugiza
0102030503,01020305,Rugarama
0102030504,01020305,Twina
0102040101,01020401,Amajyambere
0102040102,01020401,Amarembo
0102040103,01020401,Byimana
0102040104,01020401,Gasave
0102040105,01020401,Gasharu
0102040106,01020401,Kagara
0102040107,01020401,Nyakariba
0102040108,01020401,Rwinyana
0102040201,01020402,Kanyinya
0102040202,01020402,Kumukenke
0102040203,01020402,Murambi
0102040204,01020402,Ntora
0102040205,01020402,Rukeri
0102040206,01020402,Umurava
0102050101,01020501,Akamatamu
0102050102,01020501,Cyeyere
0102050103,01020501,Murehe
0102050104,01020501,Nyacyonga
0102050105,01020501,Nyagasozi
0102050106,01020501,Nyarukurazo
0102050201,01020502,Agakenke
0102050202,01020502,Agatare
0102050203,01020502,Akinyana
0102050204,01020502,Gikingo
0102050205,01020502,Gitega
0102050206,01020502,Gitenga
0102050207,01020502,Nyakabingo
0102050208,01020502,Nyarurama
0102050209,01020502,Rugogwe
0102050210,01020502,Taba
0102050301,01020503,Amakawa
0102050302,01020503,Amasangano
0102050303,01020503,Buliza
0102050304,01020503,Ihuriro
0102050305,01020503,Kabeza
0102050306,01020503,Karuruma
0102050307,01020503,Murama
0102050308,01020503,Nyagasozi
0102050309,01020503,Rebero
0102050310,01020503,Rugarama
0102050311,01020503,Tetero
0102050401,01020504,Agasekabuye
0102050402,01020504,Agatare
0102050403,01020504,Amasangano
0102050404,01020504,Mubuga
0102050405,01020504,Nyamweru
0102050501,01020505,Agahama
0102050502,01020505,Agasharu
0102050503,01020505,Akabuga
0102050504,01020505,Jurwe
0102050505,01020505,Kiberinka
0102050506,01020505,Nyakirehe
0102050507,01020505,Nyarubuye
0102050508,01020505,Rubona
0102050509,01020505,Rwanyanza
0102050510,01020505,Uwanyange
0102060101,01020601,Bugarama
0102060102,01020601,Bukamba
0102060103,01020601,Byimana
0102060104,01020601,Kabizoza
0102060105,01020601,Kinunga
0102060106,01020601,Runyinya
0102060107,01020601,Rwankuba
0102060201,01020602,Akabande
0102060202,01020602,Gatare
0102060203,01020602,Nyamugali
0102060204,01020602,Nyarubuye
0102060301,01020603,Gahinga
0102060302,01020603,Gatare
0102060303,01020603,Umunyinya
0102060401,01020604,Agatwa
0102060402,01020604,Kabagina
0102060403,01020604,Kajevuba
0102060404,01020604,Kigarama
0102060405,01020604,Nyagasayo
0102060501,01020605,Byimana
0102060502,01020605,Kirehe
0102060503,01020605,Mataba
0102060504,01020605,Nyarurembo
0102060505,01020605,Rubona
0102060601,01020606,Bwocya
0102060602,01020606,Gitaba
0102060603,01020606,Karenge
0102060604,01020606,Rugina
0102060605,01020606,Ruhihi
0102060701,01020607,Agasharu
0102060702,01020607,Agatare
0102060703,01020607,Kabuga
0102060704,01020607,Urunyinya
0102070101,01020701,Amajyambere
0102070102,01020701,Bukinanyana
0102070103,01020701,Cyimana
0102070104,01020701,Gataba
0102070105,01020701,Itetero
0102070106,01020701,Kabare
0102070107,01020701,Kamuhire
0102070108,01020701,Karukamba
0102070109,01020701,Nyagacyamo
0102070110,01020701,Rwinzovu
0102070111,01020701,Urugwiro 
0102070112,01020701,Uruhongore
0102070201,01020702,Agasaro
0102070202,01020702,Gasharu
0102070203,01020702,Inkingi
0102070204,01020702,Kanserege
0102070205,01020702,Kigugu
0102070206,01020702,Ruganwa
0102070207,01020702,Umuco
0102070208,01020702,Umutekano
0102070209,01020702,Urugero
0102070210,01020702,Urwibutso
0102070301,01020703,Amahoro
0102070302,01020703,Bwiza
0102070303,01020703,Ihuriro
0102070304,01020703,Ineza
0102070305,01020703,Inyange
0102070306,01020703,Iriba
0102070307,01020703,Kabagari
0102070308,01020703,Ubumwe
0102070309,01020703,Umutako
0102070310,01020703,Urukundo
0102070311,01020703,Virunga
0102080101,01020801,Inyamibwa
0102080102,01020801,Isangano
0102080103,01020801,Isano
0102080104,01020801,Ituze
0102080105,01020801,Izuba
0102080106,01020801,Juru
0102080107,01020801,Nyenyeri
0102080108,01020801,Umurava
0102080109,01020801,Urumuri
0102080201,01020802,Amahoro
0102080202,01020802,Amajyambere
0102080203,01020802,Imihigo
0102080204,01020802,Intambwe
0102080205,01020802,Mutara
0102080206,01020802,Rugarama
0102080207,01020802,Ubumwe
0102080208,01020802,Umutekano
0102080209,01020802,Urwego
0102080301,01020803,Gasange
0102080302,01020803,Gasasa
0102080303,01020803,Marembo
0102080304,01020803,Rebero
0102080305,01020803,Taba
0102090101,01020901,Abatuje
0102090102,01020901,Amariza
0102090103,01020901,Imanzi
0102090104,01020901,Imena
0102090105,01020901,Imitari
0102090106,01020901,Inganji
0102090107,01020901,Ingenzi
0102090108,01020901,Ingeri
0102090109,01020901,Inshuti
0102090110,01020901,Intashyo
0102090111,01020901,Intwari
0102090112,01020901,Inyamibwa
0102090113,01020901,Inyange
0102090114,01020901,Ubwiza
0102090115,01020901,Umwezi
0102090201,01020902,Akintwari
0102090202,01020902,Buranga
0102090203,01020902,Gasharu
0102090204,01020902,Ibuhoro
0102090205,01020902,Kageyo
0102090206,01020902,Kamahinda
0102090207,01020902,Karisimbi
0102090208,01020902,Karongi
0102090209,01020902,Nyirabwana
0102090210,01020902,Ramiro
0102090211,01020902,Rindiro
0102090212,01020902,Rugero
0102090213,01020902,Rukurazo
0102090214,01020902,Rumuri
0102090301,01020903,Bukinanyana
0102090302,01020903,Ibuhoro
0102090303,01020903,Ijabiro
0102090304,01020903,Isangano
0102090305,01020903,Itetero
0102090306,01020903,Urugwiro 
0102100101,01021001,Agatare
0102100102,01021001,Akanyamugabo
0102100103,01021001,Akarambo
0102100104,01021001,Akaruvusha
0102100105,01021001,Bishikiri
0102100106,01021001,Cyeru
0102100107,01021001,Gacuriro 2020
0102100108,01021001,Kabuhunde Ii
0102100109,01021001,Kirira
0102100110,01021001,Urubanda
0102100111,01021001,Urugarama
0102100201,01021002,Agatare
0102100202,01021002,Gasharu
0102100203,01021002,Kami
0102100204,01021002,Rwankuba
0102100301,01021003,Dusenyi
0102100302,01021003,Gicikiza
0102100303,01021003,Giheka
0102100304,01021003,Kabuhunde I
0102100305,01021003,Kadobogo
0102100306,01021003,Kagarama
0102100307,01021003,Muhororo
0102100308,01021003,Nyakabungo
0102100309,01021003,Rukingu
0102100401,01021004,Binunga
0102100402,01021004,Ngaruyinka
0102100403,01021004,Rusenyi
0102100404,01021004,Taba
0102110101,01021101,Akarwasa
0102110102,01021101,Akasemuromba
0102110103,01021101,Bucyemba
0102110104,01021101,Gasharu
0102110105,01021101,Kagarama
0102110106,01021101,Ruhangare
0102110201,01021102,Ayabakora
0102110202,01021102,Cyaruzinge
0102110203,01021102,Gashure
0102110204,01021102,Gatare
0102110205,01021102,Gisura
0102110206,01021102,Karubibi
0102110207,01021102,Murindi
0102110301,01021103,Bahoze
0102110302,01021103,Berwa
0102110303,01021103,Buhoro
0102110304,01021103,Burunga
0102110305,01021103,Gitaraga
0102110306,01021103,Kira
0102110307,01021103,Nezerwa
0102110308,01021103,Rugazi
0102110309,01021103,Runyonza
0102110310,01021103,Tumurere
0102110311,01021103,Ururembo
0102110401,01021104,Byimana
0102110402,01021104,Kabeza
0102110403,01021104,Masoro
0102110404,01021104,Matwari
0102110405,01021104,Mubuga
0102110406,01021104,Munini
0102110501,01021105,Akamusare
0102110502,01021105,Akimana
0102110503,01021105,Gasharu
0102110504,01021105,Jurwe
0102110505,01021105,Karambo
0102110506,01021105,Kigabiro
0102110507,01021105,Ruseno
0102110601,01021106,Kacyinyaga
0102110602,01021106,Kamahoro
0102110603,01021106,Munini
0102110604,01021106,Nyakagezi
0102110605,01021106,Ruhangare
0102110606,01021106,Ruhogo
0102120101,01021201,Kanani
0102120102,01021201,Kidahe
0102120103,01021201,Kigabiro
0102120104,01021201,Nyamurambi
0102120105,01021201,Nyarubuye
0102120106,01021201,Nyura
0102120201,01021202,Gatagara
0102120202,01021202,Kagarama
0102120203,01021202,Nyabitare
0102120204,01021202,Nyakabungo
0102120205,01021202,Nyarubande
0102120206,01021202,Uruhetse
0102120301,01021203,Agacyamo
0102120302,01021203,Gashinya
0102120303,01021203,Gikombe
0102120304,01021203,Kazi
0102120305,01021203,Kigufi
0102120306,01021203,Nyirakibehe
0102120307,01021203,Uruhahiro
0102120401,01021204,Agasharu
0102120402,01021204,Amataba
0102120403,01021204,Burungero
0102120404,01021204,Karama
0102120405,01021204,Nyange
0102120406,01021204,Rebero
0102120407,01021204,Uruyange
0102120501,01021205,Gatobotobo
0102120502,01021205,Kibungo
0102120503,01021205,Musezero
0102120504,01021205,Nyaburoro
0102120505,01021205,Taba
0102120601,01021206,Bikumba
0102120602,01021206,Gakizi
0102120603,01021206,Gatare
0102120604,01021206,Kamuyange
0102120605,01021206,Kigarama
0102120606,01021206,Ngara
0102120701,01021207,Akazi
0102120702,01021207,Kaduha
0102120703,01021207,Kamuhoza
0102120704,01021207,Mirambi
0102120705,01021207,Munini
0102120706,01021207,Ndanyoye
0102120707,01021207,Nyamigina
0102120708,01021207,Rugarama
0102130101,01021301,Amarembo I
0102130102,01021301,Amarembo Il
0102130103,01021301,Gihogere
0102130104,01021301,Kagara
0102130105,01021301,Kinunga
0102130106,01021301,Nyabisindu
0102130107,01021301,Rugarama
0102130201,01021302,Gishushu
0102130202,01021302,Juru
0102130203,01021302,Kamahwa
0102130204,01021302,Kangondo I
0102130205,01021302,Kangondo Ii
0102130206,01021302,Kibiraro I
0102130207,01021302,Kibiraro Ii
0102130301,01021303,Agashyitsi
0102130302,01021303,Amajyambere
0102130303,01021303,Izuba
0102130304,01021303,Kisimenti
0102130305,01021303,Ubumwe
0102130306,01021303,Ukwezi
0102130307,01021303,Urumuri
0102130401,01021304,Amahoro
0102130402,01021304,Rebero
0102130403,01021304,Ruturusu I
0102130404,01021304,Ruturusu Ii
0102130405,01021304,Ubumwe
0102140101,01021401,Bisenga
0102140102,01021401,Gakenyeri
0102140103,01021401,Gasiza
0102140104,01021401,Kidogo
0102140201,01021402,Agatare
0102140202,01021402,Gasagara
0102140203,01021402,Kamasasa
0102140204,01021402,Rugagi
0102140205,01021402,Ryabazana
0102140301,01021403,Abatangampundu
0102140302,01021403,Amahoro
0102140303,01021403,Isangano
0102140304,01021403,Kabeza
0102140305,01021403,Kalisimbi
0102140306,01021403,Masango
0102140401,01021404,Bwiza
0102140402,01021404,Cyanamo
0102140403,01021404,Gatare
0102140404,01021404,Kamashashi
0102140405,01021404,Mataba
0102140406,01021404,Nyagakombe
0102140407,01021404,Ruhangare
0102140501,01021405,Busenyi
0102140502,01021405,Kigabiro
0102140503,01021405,Kinyana
0102140504,01021405,Nyagisozi
0102140601,01021406,Cyeru
0102140602,01021406,Karambo
0102140603,01021406,Kataruha
0102140604,01021406,Mugeyo
0102140605,01021406,Rugarama
0102140606,01021406,Samuduha
0102140701,01021407,Gisharara
0102140702,01021407,Kabutare
0102140703,01021407,Kanyinya
0102140704,01021407,Kigarama
0102140705,01021407,Nyarucundura
0102140706,01021407,Runyonza
0102140707,01021407,Urumuri
0102140801,01021408,Kinyaga
0102140802,01021408,Mirama
0102140803,01021408,Nyagacyamo
0102140804,01021408,Rugende
0102140805,01021408,Ruhanga
0102150101,01021501,Gasharu
0102150102,01021501,Mulindi
0102150103,01021501,Vugavuge
0102150201,01021502,Kabarera
0102150202,01021502,Kamusengo
0102150203,01021502,Karekare
0102150204,01021502,Karuranga
0102150205,01021502,Nyakabande
0102150301,01021503,Kabaliza
0102150302,01021503,Nyamise
0102150303,01021503,Rwanyanza
0102150401,01021504,Cyili
0102150402,01021504,Kacyatwa
0102150403,01021504,Kandamira
0102150404,01021504,Kantabana
0102150405,01021504,Munini
0102150501,01021505,Abanyangeyo
0102150502,01021505,Kibenga
0102150503,01021505,Nyamvumvu
0102150601,01021506,Kamusare
0102150602,01021506,Karwiru
0102150603,01021506,Kigabiro
0102150604,01021506,Rukerereza
0102150605,01021506,Rwintare
0103010101,01030101,Gahanga
0103010102,01030101,Gatare
0103010103,01030101,Gatovu
0103010104,01030101,Rinini
0103010105,01030101,Rwinanka
0103010106,01030101,Ubumwe
0103010201,01030102,Kabeza
0103010202,01030102,Kabidandi
0103010203,01030102,Kiyanja
0103010204,01030102,Nyacyonga
0103010205,01030102,Nyagafunzo
0103010206,01030102,Nyakuguma
0103010207,01030102,Rugando Ii
0103010301,01030103,Amahoro
0103010302,01030103,Bigo
0103010303,01030103,Kabeza
0103010304,01030103,Kamuyinga
0103010305,01030103,Karembure
0103010306,01030103,Kimena
0103010307,01030103,Mubuga
0103010308,01030103,Rwamaya
0103010401,01030104,Kampuro
0103010402,01030104,Kigasa
0103010403,01030104,Mashyiga
0103010404,01030104,Nyabigugu
0103010405,01030104,Nyamuharaza
0103010406,01030104,Rukore
0103010407,01030104,Runyoni
0103010408,01030104,Sabununga
0103010501,01030105,Kigarama
0103010502,01030105,Kinyana
0103010503,01030105,Mugendo 
0103010504,01030105,Nunga I
0103010505,01030105,Nunga Ii
0103010506,01030105,Rugasa
0103010601,01030106,Gahosha
0103010602,01030106,Gashubi
0103010603,01030106,Kaboshya
0103010604,01030106,Karambo
0103010605,01030106,Rebero
0103010606,01030106,Rugando I
0103020101,01030201,Amahoro
0103020102,01030201,Gakoki
0103020103,01030201,Gatenga
0103020104,01030201,Ihuriro
0103020105,01030201,Isangano
0103020106,01030201,Rugari
0103020201,01030202,Gwiza
0103020202,01030202,Ihuriro
0103020203,01030202,Jyambere
0103020204,01030202,Kamabuye
0103020205,01030202,Mahoro
0103020206,01030202,Ramiro
0103020207,01030202,Rebero
0103020208,01030202,Rugwiro
0103020209,01030202,Ruhuka
0103020210,01030202,Sangwa
0103020301,01030203,Bwiza
0103020302,01030203,Cyeza
0103020303,01030203,Gasabo
0103020304,01030203,Ihuriro
0103020305,01030203,Isonga
0103020306,01030203,Juru
0103020307,01030203,Marembo
0103020308,01030203,Murambi
